"","connectedness_level","tot_tags","tot_comments","tot_reactions","totcommon_sharedInterests","sharedBeliefs-religion","sharedBeliefs-causes_you_care_about","sharedBeliefs-cultural_background","sharedBeliefs-politics","sharedActivities-activism","sharedActivities-business","sharedActivities-event_attendance","sharedActivities-going_out","sharedActivities-sports_outdoor","sharedActivities-work_study","sameInstitution-coworker","sameInstitution-same_other_institution","sameInstitution-same_school","sameInstitution-same_university","commonPlace-live_same_city","commonPlace-live_together","commonPlace-same_hometown","is_male","friend_same_gender"
"1739",1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,FALSE,FALSE
"1740",2,1,10,8,5,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,FALSE,TRUE
"1741",2,0,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,TRUE,FALSE
"1742",1,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE
"1743",1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,TRUE,TRUE
"1744",5,0,0,3,5,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,TRUE,TRUE
"1745",1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE
"1746",1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,TRUE,FALSE
"1747",1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE
"1748",1,0,6,4,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,TRUE,FALSE
"1749",3,0,15,3,2,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,TRUE,FALSE
"1750",1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE
"1751",3,0,0,6,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,TRUE,TRUE
"1752",2,0,0,3,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,TRUE,TRUE
"1753",7,0,2,2,6,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,TRUE,TRUE
"1754",3,0,0,21,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,TRUE,TRUE
"1755",2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,TRUE
"1756",2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,TRUE,TRUE
"1757",4,0,1,17,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,TRUE,FALSE
"1758",3,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,TRUE,TRUE
"1759",7,0,0,3,3,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,TRUE,TRUE
"1760",4,0,1,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,TRUE,TRUE
"1761",2,0,0,13,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,FALSE,TRUE
"1762",5,0,0,8,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,FALSE,TRUE
"1763",2,3,13,39,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"1764",3,0,13,25,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,FALSE,TRUE
"1765",1,0,0,13,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"1766",7,0,1,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,TRUE
"1767",2,0,0,6,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,TRUE
"1768",3,3,24,33,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,FALSE,TRUE
"1769",4,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,FALSE,TRUE
"1770",4,5,7,14,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"1771",3,0,15,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE
"1772",2,5,9,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE
"1773",2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE
"1774",2,0,15,22,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,TRUE,FALSE
"1775",6,8,27,23,2,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE,TRUE
"1776",4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE
"1777",5,5,20,16,6,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,TRUE,TRUE
"1778",2,14,18,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,TRUE,FALSE
"1779",7,1,0,0,7,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,TRUE,FALSE
"1780",4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE
"1781",6,0,2,3,2,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,FALSE,TRUE
"1782",2,3,1,6,4,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,FALSE,TRUE
"1783",3,0,1,0,3,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,FALSE,FALSE
"1784",3,1,3,5,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,FALSE,FALSE
"1785",4,0,1,0,2,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,FALSE,TRUE
"1786",2,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,FALSE,FALSE
"1787",2,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,FALSE,FALSE
"1788",4,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,FALSE,TRUE
"1789",1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,FALSE,FALSE
"1790",3,0,7,8,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,FALSE,FALSE
"1791",4,0,1,20,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"1792",4,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"1793",4,0,2,6,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"1794",1,0,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
"1795",1,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,FALSE
"1796",1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,FALSE
"1797",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"1798",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
"1799",1,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,FALSE
"1800",1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,FALSE
"1801",3,2,4,5,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,TRUE,TRUE
"1802",2,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,TRUE,FALSE
"1803",4,0,3,5,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,TRUE,TRUE
"1804",3,0,0,37,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,TRUE,TRUE
"1805",1,0,3,7,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,TRUE,TRUE
"1806",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE,FALSE
"1807",1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,TRUE,FALSE
"1808",2,0,0,22,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,TRUE,TRUE
"1809",2,0,0,7,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,TRUE,TRUE
"1810",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,TRUE,FALSE
"1811",3,0,9,17,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,FALSE,TRUE
"1812",2,0,0,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE
"1813",5,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"1814",3,0,14,53,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"1815",5,0,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE,TRUE
"1816",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"1817",6,5,49,69,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE,TRUE
"1818",1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"1819",1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"1820",4,0,8,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE,TRUE
"1821",3,1,3,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
"1822",3,2,20,138,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"1823",3,0,3,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
"1824",4,1,2,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"1825",4,2,1,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"1826",2,0,2,38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,FALSE,TRUE
"1827",4,0,2,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"1828",5,0,11,175,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
"1829",2,5,9,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"1830",3,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"1831",5,3,22,145,8,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,TRUE,TRUE
"1832",3,0,1,7,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE
"1833",3,0,2,8,6,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,TRUE,TRUE
"1834",4,2,5,54,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,FALSE
"1835",3,1,12,14,6,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,TRUE,TRUE
"1836",5,0,4,40,4,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,TRUE,FALSE
"1837",4,1,2,77,5,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,TRUE,FALSE
"1838",2,0,1,17,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,TRUE,TRUE
"1839",3,0,0,21,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,TRUE,FALSE
"1840",3,0,0,29,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE
"1841",2,3,30,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,FALSE,TRUE
"1842",7,0,2,2,3,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,FALSE,TRUE
"1843",6,1,0,5,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,FALSE,FALSE
"1844",4,1,4,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE,TRUE
"1845",1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,TRUE
"1846",1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"1847",6,0,1,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,FALSE,TRUE
"1848",1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"1849",1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"1850",1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
"1851",3,0,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE,FALSE
"1852",3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE
"1853",3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,TRUE,TRUE
"1854",3,0,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE,TRUE
"1855",2,0,3,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE,TRUE
"1856",2,0,1,24,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE,TRUE
"1857",7,0,5,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE
"1858",2,0,3,9,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE,TRUE
"1859",2,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE,TRUE
"1860",2,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE,FALSE
"1861",2,0,0,21,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,FALSE,TRUE
"1862",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,FALSE,FALSE
"1863",1,0,0,7,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE,FALSE
"1864",1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
"1865",1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"1866",1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
"1867",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
"1868",2,0,0,6,2,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,FALSE,FALSE
"1869",2,0,0,10,3,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,FALSE,TRUE
"1870",1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,FALSE
"1871",2,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"1872",7,3,22,138,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,FALSE,TRUE
"1873",7,0,1,5,6,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,FALSE,FALSE
"1874",2,0,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
"1875",2,0,12,9,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"1876",4,0,2,9,4,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"1877",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"1878",1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,FALSE,TRUE
"1879",1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,TRUE
"1880",2,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"1881",3,0,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,TRUE
"1882",2,1,16,16,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,TRUE,FALSE
"1883",5,0,13,12,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,TRUE,TRUE
"1884",3,0,11,24,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,TRUE,TRUE
"1885",5,4,10,14,5,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,TRUE,TRUE
"1886",5,0,54,26,6,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,TRUE,TRUE
"1887",3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,FALSE
"1888",6,2,4,11,8,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,TRUE,TRUE
"1889",7,5,7,38,7,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,TRUE,FALSE
"1890",1,1,3,9,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,TRUE,TRUE
"1891",4,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"1892",6,11,4,41,6,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,FALSE,TRUE
"1893",1,0,31,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,FALSE
"1894",4,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"1895",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,FALSE
"1896",1,0,1,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"1897",1,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"1898",6,13,1,59,6,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,FALSE,TRUE
"1899",4,1,1,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"1900",1,0,0,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"1901",5,0,3,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE
"1902",2,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE
"1903",3,1,5,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,TRUE,TRUE
"1904",2,0,4,11,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,TRUE,TRUE
"1905",5,0,5,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE
"1906",2,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE
"1907",7,3,11,36,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,TRUE,FALSE
"1908",3,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,TRUE,FALSE
"1909",2,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE
"1910",2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE
"1911",2,0,2,12,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,FALSE,FALSE
"1912",2,3,0,19,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,TRUE
"1913",3,1,3,5,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,FALSE,TRUE
"1914",2,0,0,7,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"1915",1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
"1916",1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,TRUE
"1917",1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"1918",1,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,FALSE
"1919",1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,TRUE
"1920",1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
"1921",7,4,1,2,5,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,FALSE,FALSE
"1922",6,1,4,6,4,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,FALSE,TRUE
"1923",5,0,0,2,6,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,FALSE,TRUE
"1924",6,0,2,28,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,FALSE,FALSE
"1925",7,7,5,19,5,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,FALSE,TRUE
"1926",6,0,3,3,3,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,FALSE,FALSE
"1927",2,0,3,17,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"1928",2,0,0,9,3,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,FALSE,TRUE
"1929",2,0,2,2,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,FALSE,TRUE
"1930",1,0,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"1931",1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"1932",1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,FALSE,TRUE
"1933",1,0,0,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE,FALSE
"1934",1,0,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"1935",1,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"1936",1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,TRUE
"1937",1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,TRUE
"1938",1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,FALSE,TRUE
"1939",1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"1940",1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,FALSE,TRUE
"1941",1,0,2,21,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"1942",1,0,3,8,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"1943",4,1,0,6,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
"1944",2,0,2,52,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,FALSE,TRUE
"1945",1,1,3,28,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,FALSE,TRUE
"1946",1,1,1,10,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,FALSE,FALSE
"1947",0,0,0,11,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,FALSE,TRUE
"1948",0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,FALSE,TRUE
"1949",0,0,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,FALSE
"1950",2,0,0,4,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"1951",4,0,0,12,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"1952",3,0,0,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"1953",7,6,19,145,6,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,FALSE,FALSE
"1954",3,0,10,20,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,FALSE,TRUE
"1955",3,0,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"1956",2,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"1957",7,14,13,70,9,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,FALSE,TRUE
"1958",2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"1959",3,0,3,7,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,FALSE,TRUE
"1960",5,1,3,28,3,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,FALSE,TRUE
"1961",7,0,0,26,10,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,FALSE,FALSE
"1962",3,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,FALSE,TRUE
"1963",2,0,0,38,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,TRUE
"1964",2,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,TRUE
"1965",2,0,3,30,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,FALSE,TRUE
"1966",4,0,1,111,4,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,FALSE,TRUE
"1967",3,0,8,29,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,FALSE,TRUE
"1968",3,0,3,81,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,FALSE,TRUE
"1969",4,0,4,44,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,FALSE,FALSE
"1970",7,1,15,428,7,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,FALSE,TRUE
"1971",6,0,0,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"1972",6,0,0,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"1973",6,0,1,65,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE,TRUE
"1974",7,0,19,34,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
